VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	GENE_NAMES
REACTOME_HEMOSTASIS	SET	51	-0.039788	-0.0082738	0.14739	0.60637	REACTOME_HEMOSTASIS	IGF1,PRKCH,RAB27B,DGKG,GNAI3,PRKCQ,TRPC7,KIFAP3,APBB1IP,CAPZB,KIF16B,JAK2,ABL1,ANGPT4,DOCK8,FN1,DOCK7,TEK,ITPR2,PDE1B,HABP4,VAV3,CABLES1,DOCK2,PHF21A,DOCK10,DGKB,GATA4,OLA1,VAV1,DOCK1,ITPR1,KCNMA1,ATP2B2,DGKI,KIF6,TUBA1C,SDC2,PCDH7,KCNMB3,PRKCE,GNG7,RAD51B,SLC8A1,PRKG1,PTPN1,HDAC2,KCNMB2,PLCG2,ITGA1,ITGB3
REACTOME_DNA_DOUBLE_STRAND_B...1	SET	8	-0.10403	-0.0087374	0.36512	0.61212	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	MRE11A,ABL1,EYA1,CHEK1,SPIDR,APBB1,RAD51B,HIST1H2BO
REACTOME_TRANSPORT_TO_THE_GO...	SET	11	-0.090679	-0.0089188	0.31169	0.61442	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	SPTB,CAPZB,CD59,COG2,ANK2,MGAT5,DYNC1I1,COG5,TUBA1C,TRAPPC9,MGAT4C
REACTOME_RUNX2_REGULATES_BON...	SET	4	-0.15075	-0.0089691	0.51541	0.61502	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	ABL1,RB1,SMAD1,ZNF521
REACTOME_SIGNALING_BY_THE_B_...	SET	10	-0.098353	-0.0092275	0.32671	0.61828	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	PSMC1,NFATC2,PSMD11,NFKB1,ITPR2,VAV1,ITPR1,PSMD6,PLCG2,CARD11
REACTOME_HOMOLOGOUS_DNA_PAIR...	SET	3	-0.17978	-0.0092672	0.59486	0.61873	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	MRE11A,CHEK1,RAD51B
REACTOME_ASPARAGINE_N_LINKED...	SET	19	-0.072236	-0.009304	0.23796	0.61924	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SPTB,CAPZB,CD59,ALG6,PSMC1,UGGT2,EDEM1,COG2,ANK2,MGAT5,DYNC1I1,AMFR,COG5,TUBA1C,TRAPPC9,GLB1,MGAT4C,RNF5,ST6GALNAC3,TRIM13
REACTOME_TRANSPORT_OF_INORGA...	SET	8	-0.11177	-0.0093874	0.36494	0.62027	REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	SLC7A2,SLC1A3,SLC1A1,SLC1A2,SLC5A12,SLC24A2,SLC8A1,SLC24A3
REACTOME_TCR_SIGNALING	SET	8	-0.11272	-0.009467	0.36488	0.62127	REACTOME_TCR_SIGNALING	PRKCQ,PSMC1,PSMD11,NFKB1,PAK1,PSMD6,PLCG2,CARD11
REACTOME_SERINE_BIOSYNTHESIS	SET	2	-0.22567	-0.0095025	0.7282	0.62165	REACTOME_SERINE_BIOSYNTHESIS	SERINC1,SERINC5
REACTOME_CRMPS_IN_SEMA3A_SIG...	SET	2	-0.22823	-0.0096104	0.72821	0.62299	REACTOME_CRMPS_IN_SEMA3A_SIGNALING	PLXNA1,PLXNA4
REACTOME_SEMA3A_PLEXIN_REPUL...	SET	2	-0.22823	-0.0096104	0.72821	0.62299	REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	PLXNA1,PLXNA4
REACTOME_TRANSCRIPTIONAL_REG...7	SET	11	-0.099128	-0.0097497	0.31172	0.62473	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	MNAT1,MRE11A,TAF11,SGK1,MAPKAP1,LRPPRC,TAF4B,RPTOR,CHEK1,ZNF385A,CHM,HDAC2
REACTOME_HIV_LIFE_CYCLE	SET	7	-0.12452	-0.0097876	0.39013	0.62517	REACTOME_HIV_LIFE_CYCLE	VTA1,MNAT1,NEDD4L,TAF11,RNGTT,GTF2B,TAF4B
REACTOME_REGULATION_OF_TP53_...2	SET	4	-0.16626	-0.0098921	0.51536	0.62648	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	MRE11A,TAF11,TAF4B,CHEK1
REACTOME_CELL_CELL_COMMUNICA...	SET	12	-0.09633	-0.0098914	0.29855	0.62649	REACTOME_CELL_CELL_COMMUNICATION	PTK2B,MLLT4,CDH11,CDH13,CDH18,SDK1,KIRREL3,JUP,CADM2,MAGI2,PARVB,CTNND1
REACTOME_REGULATION_OF_PTEN_...1	SET	3	-0.19792	-0.010202	0.59479	0.6303	REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	SCMH1,RPTOR,HDAC2
REACTOME_SYNDECAN_INTERACTIO...	SET	4	-0.17368	-0.010333	0.51521	0.63195	REACTOME_SYNDECAN_INTERACTIONS	FN1,SDC2,COL5A2,ITGB3
REACTOME_EPHB_MEDIATED_FORWA...	SET	5	-0.15694	-0.010435	0.46087	0.63324	REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	PAK1,EPHB1,KALRN,SDC2,GRIN2B
REACTOME_TRANS_GOLGI_NETWORK...	SET	3	-0.20677	-0.010658	0.59481	0.6359	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	DTNBP1,TFRC,TXNDC5
REACTOME_GOLGI_ASSOCIATED_VE...	SET	3	-0.20677	-0.010658	0.59481	0.6359	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	DTNBP1,TFRC,TXNDC5
REACTOME_DOWNSTREAM_SIGNALIN...	SET	6	-0.14699	-0.010702	0.42114	0.63644	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	PSMC1,NFATC2,PSMD11,NFKB1,PSMD6,CARD11
REACTOME_MEMBRANE_TRAFFICKING	SET	43	-0.05653	-0.010834	0.15998	0.63806	REACTOME_MEMBRANE_TRAFFICKING	AP2B1,VTA1,RAB27B,DTNBP1,RAB27A,SPTB,TFRC,KIFAP3,CAPZB,AMPH,SYNJ2,LRP2,CD59,KIF16B,TBC1D2,TBC1D10A,ADRBK2,TJP1,EXOC2,TACR1,SGIP1,HIP1,EXOC4,TBC1D14,REPS1,COG2,GCC2,SH3GL3,ANK2,BICD1,FCHO2,DYNC1I1,SYNJ1,COG5,KIF6,GAPVD1,TUBA1C,TRAPPC9,EXOC7,PLA2G6,CHM,DNM3,TXNDC5,CUX1
REACTOME_VESICLE_MEDIATED_TR...	SET	43	-0.05653	-0.010834	0.15998	0.63806	REACTOME_VESICLE_MEDIATED_TRANSPORT	AP2B1,VTA1,RAB27B,DTNBP1,RAB27A,SPTB,TFRC,KIFAP3,CAPZB,AMPH,SYNJ2,LRP2,CD59,KIF16B,TBC1D2,TBC1D10A,ADRBK2,TJP1,EXOC2,TACR1,SGIP1,HIP1,EXOC4,TBC1D14,REPS1,COG2,GCC2,SH3GL3,ANK2,BICD1,FCHO2,DYNC1I1,SYNJ1,COG5,KIF6,GAPVD1,TUBA1C,TRAPPC9,EXOC7,PLA2G6,CHM,DNM3,TXNDC5,CUX1
REACTOME_DISEASES_OF_METABOL...	SET	22	-0.080326	-0.011118	0.22655	0.63851	REACTOME_DISEASES_OF_METABOLISM	THSD7A,ADAMTS6,PGM1,ALG6,GGT1,SEMA5A,ARSB,LARGE,FDX1,ADAMTS18,THSD7B,ADAMTS12,ADAMTS3,ADAMTSL3,HLCS,ADAMTS9,SDC2,GLB1,ADAMTSL1,GPC5,GPC6,B3GALTL,UGT1A4
REACTOME_SIGNALING_BY_RECEPT...	SET	48	-0.054159	-0.010941	0.152	0.63916	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	AP2B1,IGF1,RPS6KA2,MKNK1,JAK2,PCSK5,LAMA1,FLT1,FN1,DOCK7,NCF2,SGK1,MAPKAP1,PTK2B,ITPR2,VAV3,TNS3,TCF12,SH3GL3,VAV1,NTRK2,ADAM12,PAK1,CHEK1,DOCK1,ITPR1,FER,RIT2,NRG1,BRAF,NRG2,COL4A3,HNRNPF,INSR,PRKCE,JUP,ERBB4,GABRG3,NTF3,WWOX,PTPN1,LAMA2,DNM3,CTNND1,COL5A2,ITGB3,GRIN2B,CYFIP1
REACTOME_SIGNALING_BY_NTRK2_...	SET	3	-0.21784	-0.011229	0.59473	0.64289	REACTOME_SIGNALING_BY_NTRK2_TRKB	NTRK2,NTF3,GRIN2B
REACTOME_RESOLUTION_OF_D_LOO...2	SET	2	-0.26749	-0.011263	0.72824	0.64327	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	MRE11A,RAD51B
REACTOME_SYNTHESIS_OF_IP3_AN...	SET	5	-0.16954	-0.011272	0.46105	0.64342	REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	PLCH1,PLCE1,SYNJ1,PLCB1,PLCG2
REACTOME_O_LINKED_GLYCOSYLAT...1	SET	16	-0.095351	-0.011285	0.25884	0.64367	REACTOME_O_LINKED_GLYCOSYLATION	THSD7A,ADAMTS6,GALNT7,SEMA5A,LARGE,ADAMTS18,THSD7B,ADAMTS12,ADAMTS3,ADAMTSL3,GALNT14,ADAMTS9,ADAMTSL1,ST6GALNAC3,WBSCR17,B3GALTL
REACTOME_INTERFERON_SIGNALING	SET	9	-0.13011	-0.011586	0.34431	0.6472	REACTOME_INTERFERON_SIGNALING	EIF2AK2,JAK2,TRIM35,TRIM5,CAMK2D,NCAM1,EIF4E3,ABCE1,PTPN1
REACTOME_DEUBIQUITINATION	SET	18	-0.095168	-0.011936	0.24443	0.65145	REACTOME_DEUBIQUITINATION	MAT2B,UFD1L,TAB1,PSMC1,AXIN1,NOD1,PSMD11,RNF128,RIPK1,TNIP1,USP25,USP24,TGFBR2,PSMD6,SENP8,OTUD7A,SMAD1,PARK2,HIST1H2BO
REACTOME_RUNX2_REGULATES_OST...	SET	3	-0.23343	-0.012033	0.59483	0.65259	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	ABL1,RB1,ZNF521
REACTOME_SYNTHESIS_OF_GLYCOS...	SET	2	-0.28665	-0.01207	0.72806	0.65307	REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	PIGF,PIGN
REACTOME_AUTOPHAGY	SET	6	-0.16587	-0.012075	0.42087	0.65321	REACTOME_AUTOPHAGY	MTMR3,ATG4C,RPTOR,DYNC1I1,TUBA1C,PARK2
REACTOME_SIGNALING_BY_MET	SET	8	-0.14572	-0.012239	0.36487	0.65516	REACTOME_SIGNALING_BY_MET	LAMA1,FN1,DOCK7,TNS3,SH3GL3,PTPN1,LAMA2,COL5A2
REACTOME_TRANSCRIPTIONAL_REG...11	SET	6	-0.16875	-0.012285	0.42106	0.65567	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	MED26,NFKB1,PPARGC1A,KLF4,CHD9,NCOA6
REACTOME_RORA_ACTIVATES_GENE...	SET	3	-0.24643	-0.012703	0.59481	0.66063	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	RORA,CHD9,NCOA6
REACTOME_PARASITE_INFECTION	SET	6	-0.17528	-0.012761	0.42112	0.66133	REACTOME_PARASITE_INFECTION	ABL1,WIPF1,VAV3,VAV1,DOCK1,CYFIP1
REACTOME_ACETYLCHOLINE_REGUL...	SET	2	-0.30512	-0.012848	0.72813	0.66237	REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	CHRM3,PLCB1
REACTOME_FOXO_MEDIATED_TRANS...1	SET	6	-0.19345	-0.014084	0.44999	0.66632	REACTOME_FOXO_MEDIATED_TRANSCRIPTION	PPARGC1A,BTG1,KLF4,FOXO1,HDAC2,PLXNA4
REACTOME_PEROXISOMAL_PROTEIN...	SET	3	-0.25747	-0.013272	0.59453	0.66747	REACTOME_PEROXISOMAL_PROTEIN_IMPORT	PHYH,EHHADH,DDO
REACTOME_MOLECULES_ASSOCIATE...	SET	4	-0.22347	-0.013296	0.51532	0.66769	REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	LTBP1,FN1,FBLN2,ITGB3
REACTOME_GLUTATHIONE_CONJUGA...	SET	2	-0.3201	-0.013479	0.72788	0.66991	REACTOME_GLUTATHIONE_CONJUGATION	GSTO2,GGT1
REACTOME_CD28_CO_STIMULATION	SET	3	-0.26182	-0.013496	0.59454	0.67013	REACTOME_CD28_CO_STIMULATION	MAPKAP1,VAV1,PAK1
REACTOME_COSTIMULATION_BY_TH...	SET	3	-0.26182	-0.013496	0.59454	0.67013	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	MAPKAP1,VAV1,PAK1
REACTOME_EPHRIN_SIGNALING	SET	2	-0.32336	-0.013616	0.72778	0.67155	REACTOME_EPHRIN_SIGNALING	PAK1,EPHB1
REACTOME_SIGNALLING_TO_ERKS	SET	2	-0.32655	-0.01375	0.728	0.67308	REACTOME_SIGNALLING_TO_ERKS	RIT2,BRAF
REACTOME_SIGNALLING_TO_P38_V...	SET	2	-0.32655	-0.01375	0.728	0.67308	REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	RIT2,BRAF
REACTOME_PROGRAMMED_CELL_DEA...	SET	11	-0.14093	-0.013861	0.31168	0.67438	REACTOME_PROGRAMMED_CELL_DEATH	PRKCQ,PSMC1,TJP1,PSMD11,TJP2,RIPK1,PSMD6,BCL2,SATB1,MAPT,DAPK1
REACTOME_RUNX1_INTERACTS_WIT...	SET	5	-0.21419	-0.014241	0.46097	0.67886	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	SCMH1,YAF2,ARID1B,AUTS2,RUNX1
REACTOME_GABA_SYNTHESIS_RELE...	SET	3	-0.27693	-0.014275	0.59471	0.67923	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	ALDH5A1,SLC6A11,ABAT
REACTOME_DNA_DAMAGE_REVERSAL	SET	2	-0.34415	-0.014491	0.72807	0.68174	REACTOME_DNA_DAMAGE_REVERSAL	ASCC3,MGMT
REACTOME_RNA_POLYMERASE_II_T...2	SET	71	-0.060772	-0.014772	0.12689	0.68397	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	SCMH1,YAF2,MNAT1,MRE11A,ARID1B,NEDD4L,TAF11,PRKCQ,RORA,RBFOX1,ABL1,RBX1,PSMC1,NFATC2,AXIN1,TJP1,MED26,PSMD11,NFKB1,ELF2,FBXW7,PPARGC1A,RNGTT,SGK1,MAPKAP1,ZNF484,HIVEP3,BTG1,KCTD1,GATA4,WDR33,KLF4,TAF8,GTF2B,LRPPRC,RB1,ESR2,TCF12,TAF4B,RPRD1A,RPTOR,POU2F1,CAMK2D,TCF7L2,CHEK1,FOXO1,THRB,NR3C2,TCF7L1,PPARGC1B,AUTS2,RUNX1,ZNF385A,PSMD6,SMAD1,RARG,NR1D2,ZNF678,ZNF804B,CSF1R,WWOX,CHM,PTPN1,HDAC2,ZNF33B,ZNF461,ITGBL1,ZNF521,CR1,PLXNA4,GRIN2B,HIST1H2BO
REACTOME_TRANSLESION_SYNTHES...2	SET	3	-0.28563	-0.014724	0.5942	0.68459	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	REV3L,UFD1L,REV1
REACTOME_TRANSCRIPTIONAL_REG...10	SET	4	-0.26009	-0.015474	0.51507	0.69316	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	TSC22D1,DKK1,FOXP1,KLF4
REACTOME_EUKARYOTIC_TRANSLAT...	SET	2	-0.37568	-0.015819	0.72812	0.697	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	EIF2B2,EIF3H
REACTOME_CELL_SURFACE_INTERA...	SET	5	-0.24313	-0.016166	0.46093	0.70102	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	ANGPT4,FN1,TEK,SDC2,ITGB3
REACTOME_G_PROTEIN_ACTIVATION	SET	2	-0.38414	-0.016175	0.7274	0.70123	REACTOME_G_PROTEIN_ACTIVATION	GNAI3,GNG7
REACTOME_SIGNAL_AMPLIFICATION	SET	2	-0.38414	-0.016175	0.7274	0.70123	REACTOME_SIGNAL_AMPLIFICATION	GNAI3,GNG7
REACTOME_ADP_SIGNALLING_THRO...	SET	2	-0.38414	-0.016175	0.7274	0.70123	REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	GNAI3,GNG7
REACTOME_COOPERATION_OF_PDCL...	SET	2	-0.38414	-0.016175	0.7274	0.70123	REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	GNAI3,GNG7
REACTOME_BINDING_OF_TCF_LEF_...	SET	2	-0.39231	-0.016519	0.72808	0.70494	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	TCF7L2,TCF7L1
REACTOME_RUNX3_REGULATES_WNT...	SET	2	-0.39231	-0.016519	0.72808	0.70494	REACTOME_RUNX3_REGULATES_WNT_SIGNALING	TCF7L2,TCF7L1
REACTOME_CELLULAR_SENESCENCE	SET	9	-0.19313	-0.017198	0.34421	0.71258	REACTOME_CELLULAR_SENESCENCE	SCMH1,MRE11A,RPS6KA2,CABIN1,NFKB1,RB1,MINK1,IGFBP7,HIST1H2BO
REACTOME_COPI_INDEPENDENT_GO...	SET	5	-0.26027	-0.017305	0.46112	0.71371	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	CAPZB,BICD1,DYNC1I1,TUBA1C,PLA2G6
REACTOME_ACTIVATION_OF_KAINA...	SET	2	-0.41135	-0.017321	0.72757	0.71403	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	GNG7,PLCB1
REACTOME_PRESYNAPTIC_FUNCTIO...	SET	2	-0.41135	-0.017321	0.72757	0.71403	REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	GNG7,PLCB1
REACTOME_OXIDATIVE_STRESS_IN...	SET	3	-0.33702	-0.017373	0.59451	0.71455	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	SCMH1,MINK1,HIST1H2BO
REACTOME_TRANSCRIPTIONAL_REG...8	SET	3	-0.34373	-0.017719	0.59478	0.71828	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	NFKB1,TCF7L2,CSF1R
REACTOME_L1CAM_INTERACTIONS	SET	16	-0.15022	-0.017779	0.25904	0.71895	REACTOME_L1CAM_INTERACTIONS	AP2B1,CNTN1,SPTB,RPS6KA2,LAMA1,CNTN6,CHL1,ANK2,PAK1,NCAM1,TUBA1C,GAP43,KCNQ3,DNM3,ITGA1,ITGB3
REACTOME_HSP90_CHAPERONE_CYC...	SET	4	-0.30079	-0.017896	0.51528	0.72024	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	CAPZB,NR3C2,DYNC1I1,TUBA1C
REACTOME_NETRIN_MEDIATED_REP...	SET	2	-0.42991	-0.018102	0.72795	0.72254	REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	NTN1,UNC5C
REACTOME_RECRUITMENT_OF_MITO...	SET	6	-0.25876	-0.018838	0.42093	0.73057	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	NDE1,CEP192,CEP152,HAUS2,HAUS6,SFI1
REACTOME_REGULATION_OF_PLK1_...	SET	6	-0.25876	-0.018838	0.42093	0.73057	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	NDE1,CEP192,CEP152,HAUS2,HAUS6,SFI1
REACTOME_AURKA_ACTIVATION_BY...	SET	6	-0.25876	-0.018838	0.42093	0.73057	REACTOME_AURKA_ACTIVATION_BY_TPX2	NDE1,CEP192,CEP152,HAUS2,HAUS6,SFI1
REACTOME_FATTY_ACID_METABOLI...	SET	10	-0.21103	-0.019799	0.3395	0.73283	REACTOME_FATTY_ACID_METABOLISM	ALDH3A2,TECR,GGT1,PHYH,EHHADH,PPT1,SCD5,CBR4,ELOVL2,ACAD11
REACTOME_PI3K_AKT_SIGNALING_...	SET	7	-0.24245	-0.019057	0.38987	0.73292	REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	MAPKAP1,ESR2,VAV1,FOXO1,NRG1,NRG2,ERBB4
REACTOME_COPI_MEDIATED_ANTER...	SET	8	-0.23315	-0.019582	0.36494	0.73847	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	SPTB,CAPZB,CD59,COG2,ANK2,DYNC1I1,COG5,TUBA1C
REACTOME_RUNX1_REGULATES_EXP...	SET	2	-0.46731	-0.019677	0.72759	0.73958	REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	TJP1,RUNX1
REACTOME_ER_TO_GOLGI_ANTEROG...	SET	9	-0.22294	-0.019852	0.34421	0.74134	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	SPTB,CAPZB,CD59,COG2,ANK2,DYNC1I1,COG5,TUBA1C,TRAPPC9
REACTOME_REGULATION_OF_LIPID...	SET	10	-0.228	-0.021391	0.34406	0.74617	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	RORA,MED26,PPARGC1A,AGT,TIAM2,ANKRD1,PPARGC1B,CHD9,NCOA6,UGT1A9
REACTOME_ZBP1_DAI_MEDIATED_I...	SET	2	-0.48964	-0.020618	0.72811	0.74929	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	NFKB1,RIPK1
REACTOME_DDX58_IFIH1_MEDIATE...	SET	2	-0.48964	-0.020618	0.72811	0.74929	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	NFKB1,RIPK1
REACTOME_RIP_MEDIATED_NFKB_A...	SET	2	-0.48964	-0.020618	0.72811	0.74929	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	NFKB1,RIPK1
REACTOME_GLYCEROPHOSPHOLIPID...	SET	11	-0.20975	-0.02063	0.31153	0.74955	REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	SLC44A1,PGS1,PITPNM2,OSBPL8,BCHE,GPCPD1,PNPLA8,SLC44A5,SLC44A3,PTDSS1,PLA2G6
REACTOME_GOLGI_TO_ER_RETROGR...	SET	8	-0.24646	-0.0207	0.36492	0.75021	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	KIFAP3,CAPZB,KIF16B,BICD1,DYNC1I1,KIF6,TUBA1C,PLA2G6
REACTOME_DISEASES_OF_GLYCOSY...	SET	17	-0.1698	-0.020706	0.25141	0.75022	REACTOME_DISEASES_OF_GLYCOSYLATION	THSD7A,ADAMTS6,PGM1,ALG6,SEMA5A,LARGE,ADAMTS18,THSD7B,ADAMTS12,ADAMTS3,ADAMTSL3,ADAMTS9,SDC2,GLB1,ADAMTSL1,GPC5,GPC6,B3GALTL
REACTOME_PLATELET_ACTIVATION...	SET	23	-0.14643	-0.020713	0.21679	0.75024	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	IGF1,PRKCH,RAB27B,DGKG,GNAI3,PRKCQ,TRPC7,APBB1IP,FN1,ITPR2,HABP4,VAV3,DGKB,OLA1,VAV1,ITPR1,DGKI,PCDH7,PRKCE,GNG7,PTPN1,PLCG2,ITGB3
REACTOME_PURINERGIC_SIGNALIN...	SET	3	-0.40492	-0.020873	0.5948	0.75192	REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	NFKB1,C3,NT5E
REACTOME_ACTIVATED_NTRK2_SIG...	SET	2	-0.49684	-0.020921	0.72785	0.7525	REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	NTRK2,GRIN2B
REACTOME_POU5F1_OCT4_SOX2_NA...	SET	2	-0.49713	-0.020933	0.72797	0.75259	REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	TSC22D1,DKK1
REACTOME_FOXO_MEDIATED_TRANS...3	SET	4	-0.35451	-0.021092	0.51522	0.75423	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	PPARGC1A,FOXO1,HDAC2,PLXNA4
REACTOME_ADENYLATE_CYCLASE_I...	SET	2	-0.50747	-0.021368	0.72767	0.75715	REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	GNAI3,ADCY8
REACTOME_REDUCTION_OF_CYTOSO...	SET	2	-0.5084	-0.021408	0.72748	0.7576	REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	ATP2B2,SLC8A1
REACTOME_MET_PROMOTES_CELL_M...	SET	6	-0.29864	-0.021741	0.42092	0.76091	REACTOME_MET_PROMOTES_CELL_MOTILITY	LAMA1,FN1,DOCK7,TNS3,LAMA2,COL5A2
REACTOME_TBC_RABGAPS	SET	3	-0.4237	-0.021841	0.5946	0.76187	REACTOME_TBC_RABGAPS	TBC1D2,TBC1D10A,TBC1D14
REACTOME_EXTRACELLULAR_MATRI...	SET	31	-0.13406	-0.021935	0.18735	0.76279	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	MUSK,LTBP1,COL23A1,NTN4,P3H2,TLL2,LAMA1,FN1,TNR,LOXL2,ADAMTS18,HAPLN1,ADAM12,NCAM1,ADAMTS3,FBLN2,ADAMTS9,COL4A3,COL22A1,SDC2,CRTAP,NRXN1,TMPRSS6,COL25A1,LAMA2,COLGALT2,DMD,COL5A2,COL15A1,ITGA1,CAPN14,ITGB3
REACTOME_SUMOYLATION_OF_INTR...	SET	3	-0.42709	-0.022016	0.59477	0.76357	REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	RORA,THRB,NR3C2
REACTOME_NUCLEAR_RECEPTOR_TR...	SET	6	-0.3065	-0.022314	0.42174	0.76623	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	RORA,ESR2,THRB,NR3C2,RARG,NR1D2
REACTOME_FOXO_MEDIATED_TRANS...2	SET	3	-0.4986	-0.025702	0.68591	0.76628	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	BTG1,KLF4,FOXO1
REACTOME_SLC_TRANSPORTER_DIS...	SET	4	-0.37673	-0.022414	0.51511	0.76764	REACTOME_SLC_TRANSPORTER_DISORDERS	SLC1A3,SLC1A1,SLCO1B3,SLCO1B1
REACTOME_AGGREPHAGY	SET	3	-0.43867	-0.022613	0.59446	0.76964	REACTOME_AGGREPHAGY	DYNC1I1,TUBA1C,PARK2
REACTOME_SELECTIVE_AUTOPHAGY	SET	3	-0.43867	-0.022613	0.59446	0.76964	REACTOME_SELECTIVE_AUTOPHAGY	DYNC1I1,TUBA1C,PARK2
